manufacture_year,make,model,trim,body_type,transmission,vin,state,condition_score,odometer,exterior_color,interior_color,seller,mmr,selling_price,original_saledate,sale_date,sale_year,sale_month,sale_quarter,sale_day_name,sale_day_of_week,profit,profit_margin_pct,margin_tier,price_category,mileage_category,condition_category,vehicle_age,age_category,units_sold,total_revenue,total_profit,avg_price,avg_margin
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk8cu012444,OH,39,37094,BLUE,BLACK,members auto lease inc,14300,14100,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-200,-1.4,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,S,SEDAN,AUTOMATIC,5yfbu4ee5cp042957,NV,42,79976,GRAY,BLACK,gm financial,9500,10600,Fri Dec 19 2014 12:00:00,2014-12-19,2014,12,4,Friday,6,1100,11.58,Medium Margin (5-15%),Economy ($10k-$20k),Above Average (75k-100k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,HIGHLANDER,Limited,SUV,AUTOMATIC,5tddk3eh2cs093973,FL,0,24364,GRAY,GRAY,braman motorcars,29000,28700,Fri Dec 19 2014 09:35:00,2014-12-19,2014,12,4,Friday,6,-300,-1.03,Negative Margin (Loss),Mid-Range ($20k-$30k),Very Low Mileage (<25k),Unknown,2,Nearly New (2-3 yrs),232,3037775,-4800,13093.85775862069,1.0109858719188733
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk2cu025531,OH,47,31277,BLACK,BEIGE,toyota financial services,13200,13400,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,200,1.52,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,5yfbu4ee5cp050587,CA,24,58147,SILVER,GRAY,the hertz corporation,9300,8700,Tue Dec 23 2014 12:30:00,2014-12-23,2014,12,4,Tuesday,3,-600,-6.45,Negative Margin (Loss),Budget (<$10k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk9cu624300,TX,0,30360,RED,BLACK,jerry durant toyota,14700,15600,Fri Dec 19 2014 14:00:00,2014-12-19,2014,12,4,Friday,6,900,6.12,Medium Margin (5-15%),Economy ($10k-$20k),Low Mileage (25k-50k),Unknown,2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,LE,SEDAN,UNKNOWN,4t4bf1fk0cr199278,PA,28,54757,WHITE,GRAY,the hertz corporation,11800,11100,Fri Jan 02 2015 09:00:00,2015-01-02,2015,1,1,Friday,6,-700,-5.93,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),3,Nearly New (2-3 yrs),11209,125989308,-1557692,11240.013203675619,-1.1760825014503224
2012,TOYOTA,CAMRY,L,SEDAN,UNKNOWN,4t1bf1fk9cu511835,PA,38,18479,WHITE,GRAY,tdaf remarketing,13850,14000,Fri Jan 23 2015 01:00:00,2015-01-23,2015,1,1,Friday,6,150,1.08,Low Margin (0-5%),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),3,Nearly New (2-3 yrs),11209,125989308,-1557692,11240.013203675619,-1.1760825014503224
2012,TOYOTA,CAMRY HYBRID,LE,SEDAN,AUTOMATIC,4t1bd1fk2cu044988,MO,35,30467,SILVER,GRAY,toyota financial services,16800,15500,Wed Dec 31 2014 10:30:00,2014-12-31,2014,12,4,Wednesday,4,-1300,-7.74,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),73,1018000,-14250,13945.205479452055,-1.758436657867994
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk4cu075847,LA,1,74297,BLACK,—,hertz damaged liquidation,10550,4700,Thu Dec 18 2014 10:30:00,2014-12-18,2014,12,4,Thursday,5,-5850,-55.45,Negative Margin (Loss),Budget (<$10k),Average (50k-75k),Poor (<2.0),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,AUTOMATIC,4t4bf1fk9cr199974,CA,19,63672,SILVER,GRAY,the hertz corporation,11500,11700,Tue Dec 23 2014 12:30:00,2014-12-23,2014,12,4,Tuesday,3,200,1.74,Low Margin (0-5%),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,5yfbu4ee7cp054253,MN,36,42861,RED,GRAY,toyota financial services,10150,9200,Tue Dec 23 2014 14:00:00,2014-12-23,2014,12,4,Tuesday,3,-950,-9.36,Negative Margin (Loss),Budget (<$10k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk3cu015218,TX,0,68247,GRAY,—,randall ray motor company,12750,12500,Mon Dec 22 2014 10:00:00,2014-12-22,2014,12,4,Monday,2,-250,-1.96,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Unknown,2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY HYBRID,XLE,SEDAN,AUTOMATIC,4t1bd1fk1cu030368,IL,36,52273,SILVER,GRAY,remarketing by ge/manheim chicago,17700,14300,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,-3400,-19.21,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),73,1018000,-14250,13945.205479452055,-1.758436657867994
2012,TOYOTA,CAMRY HYBRID,XLE,SEDAN,AUTOMATIC,4t1bd1fk6cu028986,NY,24,55083,SILVER,GRAY,ge fleet services for itself/servicer,16950,15000,Thu Jan 08 2015 09:15:00,2015-01-08,2015,1,1,Thursday,5,-1950,-11.5,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),3,Nearly New (2-3 yrs),525,7251937,-65063,13813.213333333333,-0.966161245245752
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk2cu510252,GA,47,26467,WHITE,—,world omni financial corporation,13500,14000,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,500,3.7,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,S,SEDAN,AUTOMATIC,2t1bu4ee1cc852912,OH,42,33917,BLACK,BLACK,toyota financial services,12100,11900,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-200,-1.65,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk0cu540477,IN,36,54810,GRAY,BLACK,gm financial,13450,12700,Thu Dec 18 2014 10:10:00,2014-12-18,2014,12,4,Thursday,5,-750,-5.58,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk8cu514435,OH,4,28794,RED,BLACK,toyota financial services,14750,15000,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,250,1.69,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Very Good (4.0-4.4),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,HIGHLANDER,Base,SUV,AUTOMATIC,5tdbk3eh8cs131696,NC,35,83534,BLACK,GRAY,motorlease corporation,19700,18000,Tue Jan 20 2015 01:15:00,2015-01-20,2015,1,1,Tuesday,3,-1700,-8.63,Negative Margin (Loss),Economy ($10k-$20k),Above Average (75k-100k),Excellent (4.5+),3,Nearly New (2-3 yrs),2000,31390303,-56597,15695.1515,1.0628056340223084
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk4cu103579,NC,36,75696,WHITE,GRAY,santander consumer,12350,11600,Mon Dec 22 2014 09:30:00,2014-12-22,2014,12,4,Monday,2,-750,-6.07,Negative Margin (Loss),Economy ($10k-$20k),Above Average (75k-100k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,AUTOMATIC,4t4bf1fk6cr194098,TN,41,29880,RED,TAN,wholesale inc # 2,15550,16750,Wed Dec 31 2014 10:30:00,2014-12-31,2014,12,4,Wednesday,4,1200,7.72,Medium Margin (5-15%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk4cu582439,GA,43,35684,RED,BEIGE,world omni financial corporation,12950,13000,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,50,0.39,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk2cu014965,TN,24,35195,SILVER,BLACK,toyota financial services,14450,12500,Wed Dec 17 2014 10:30:00,2014-12-17,2014,12,4,Wednesday,4,-1950,-13.49,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,AUTOMATIC,4t1bf1fk4cu587687,FL,26,37384,GOLD,BEIGE,braman motors,13000,10200,Thu Dec 18 2014 09:35:00,2014-12-18,2014,12,4,Thursday,5,-2800,-21.54,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee8cc786357,AZ,36,52454,SILVER,GRAY,larry h miller toyota peoria,9700,10800,Thu Dec 18 2014 11:30:00,2014-12-18,2014,12,4,Thursday,5,1100,11.34,Medium Margin (5-15%),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t4bf1fk4cr171872,OH,43,27045,—,GRAY,toyota financial services,13450,13300,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-150,-1.12,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk8cu534782,OH,42,25210,RED,BLACK,toyota financial services,14950,14900,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-50,-0.33,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4eexcc855310,VA,35,44918,SILVER,GRAY,sullivan auto trading inc,10100,9500,Thu Dec 18 2014 09:35:00,2014-12-18,2014,12,4,Thursday,5,-600,-5.94,Negative Margin (Loss),Budget (<$10k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,COROLLA,S,SEDAN,AUTOMATIC,2t1bu4ee7cc806856,AZ,34,69401,WHITE,BLACK,toyota financial services,10250,10100,Thu Dec 18 2014 11:30:00,2014-12-18,2014,12,4,Thursday,5,-150,-1.46,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee8cc879203,MD,47,13764,RED,BEIGE,toyota financial services,11800,11800,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,0,0.0,Low Margin (0-5%),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,HIGHLANDER,Limited,SUV,AUTOMATIC,5tddk3eh9cs111353,OH,19,29231,—,TAN,toyota financial services,28500,11600,Tue Jan 06 2015 01:30:00,2015-01-06,2015,1,1,Tuesday,3,-16900,-59.3,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),2000,31390303,-56597,15695.1515,1.0628056340223084
2012,TOYOTA,CAMRY,L,SEDAN,AUTOMATIC,4t4bf1fk3cr255228,MD,39,31160,GREEN,GRAY,toyota financial services,13450,12600,Tue Jan 06 2015 01:30:00,2015-01-06,2015,1,1,Tuesday,3,-850,-6.32,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),11209,125989308,-1557692,11240.013203675619,-1.1760825014503224
2012,TOYOTA,HIGHLANDER,Limited,SUV,AUTOMATIC,5tddk3eh1cs109502,TN,26,37267,GRAY,GRAY,toyota financial services,27900,25900,Wed Dec 17 2014 10:30:00,2014-12-17,2014,12,4,Wednesday,4,-2000,-7.17,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),232,3037775,-4800,13093.85775862069,1.0109858719188733
2012,TOYOTA,HIGHLANDER,Limited,SUV,AUTOMATIC,5tddk3eh4cs115066,VA,0,23260,BLACK,BLACK,cooper corvettes and performance cars  inc,29400,30600,Thu Dec 18 2014 09:20:00,2014-12-18,2014,12,4,Thursday,5,1200,4.08,Low Margin (0-5%),Premium ($30k-$50k),Very Low Mileage (<25k),Unknown,2,Nearly New (2-3 yrs),232,3037775,-4800,13093.85775862069,1.0109858719188733
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee8cc836514,NC,45,68072,GOLD,BEIGE,the hertz corporation,8725,9400,Tue Dec 23 2014 09:15:00,2014-12-23,2014,12,4,Tuesday,3,675,7.74,Medium Margin (5-15%),Budget (<$10k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee6cc888692,VA,28,41621,RED,GRAY,don beyer volvo winchester,10400,9500,Thu Jan 15 2015 01:35:00,2015-01-15,2015,1,1,Thursday,5,-900,-8.65,Negative Margin (Loss),Budget (<$10k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),6671,62283515,-997485,9336.458551941238,-1.3179752246112597
2012,TOYOTA,CAMRY HYBRID,XLE,SEDAN,UNKNOWN,4t1bd1fk8cu022445,PA,32,55923,GRAY,BEIGE,ge fleet services for itself/servicer,17350,15600,Fri Dec 19 2014 09:00:00,2014-12-19,2014,12,4,Friday,6,-1750,-10.09,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),73,1018000,-14250,13945.205479452055,-1.758436657867994
2012,TOYOTA,CAMRY,L,SEDAN,UNKNOWN,4t1bf1fk1cu109968,IL,0,45372,SILVER,—,primo motor cars,12550,12200,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,-350,-2.79,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Unknown,2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk5cu147767,IL,2,20323,SILVER,BLACK,world omni financial corporation,15200,12000,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,-3200,-21.05,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Fair (2.0-2.9),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,HIGHLANDER,Base,SUV,AUTOMATIC,5tdbk3eh7cs112217,NJ,24,33489,BLACK,BEIGE,toyota financial services,22400,19600,Wed Dec 31 2014 09:30:00,2014-12-31,2014,12,4,Wednesday,4,-2800,-12.5,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),232,3037775,-4800,13093.85775862069,1.0109858719188733
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk1cu026881,FL,38,59959,BLACK,GRAY,regional acceptance corporation / greenville,11450,10800,Thu Dec 18 2014 09:50:00,2014-12-18,2014,12,4,Thursday,5,-650,-5.68,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk1cu577523,OH,37,32665,RED,GRAY,toyota financial services,14550,14100,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-450,-3.09,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t4bf1fk6cr165720,OH,39,26661,BEIGE,BEIGE,toyota financial services,13500,13100,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-400,-2.96,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,UNKNOWN,4t1bf1fk1cu002919,PA,21,40607,GOLD,BEIGE,world omni financial corporation,15400,13400,Fri Dec 19 2014 09:00:00,2014-12-19,2014,12,4,Friday,6,-2000,-12.99,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee2cc819238,NE,26,67784,SILVER,GRAY,the hertz corporation,8750,8700,Tue Dec 23 2014 11:45:00,2014-12-23,2014,12,4,Tuesday,3,-50,-0.57,Negative Margin (Loss),Budget (<$10k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fk8cu571072,TN,36,12895,WHITE,BLACK,toyota financial services,15550,14900,Wed Dec 17 2014 10:30:00,2014-12-17,2014,12,4,Wednesday,4,-650,-4.18,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t4bf1fk3cr178487,MD,34,33662,GREEN,TAN,toyota financial services,13050,12800,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-250,-1.92,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk4cu537419,TX,0,61737,GRAY,GRAY,lawler motor sports inc,11350,9900,Wed Dec 17 2014 10:20:00,2014-12-17,2014,12,4,Wednesday,4,-1450,-12.78,Negative Margin (Loss),Budget (<$10k),Average (50k-75k),Unknown,2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,AUTOMATIC,4t1bf1fk7cu514720,MO,28,18554,—,GRAY,toyota financial services,16250,15400,Wed Dec 17 2014 10:30:00,2014-12-17,2014,12,4,Wednesday,4,-850,-5.23,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t4bf1fk9cr201724,CO,4,60895,GOLD,TAN,the hertz corporation,11350,11300,Wed Dec 31 2014 11:45:00,2014-12-31,2014,12,4,Wednesday,4,-50,-0.44,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Very Good (4.0-4.4),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bk1fk8cu002511,OH,48,20394,GRAY,BLACK,toyota financial services,17300,18200,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,900,5.2,Medium Margin (5-15%),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,AUTOMATIC,4t1bk1fk6cu507687,NJ,34,62715,WHITE,TAN,emkay inc,14750,15600,Wed Dec 31 2014 09:30:00,2014-12-31,2014,12,4,Wednesday,4,850,5.76,Medium Margin (5-15%),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,XLE,SEDAN,AUTOMATIC,4t1bk1fk4cu001081,OH,36,20956,BEIGE,BEIGE,toyota financial services,18200,17700,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-500,-2.75,Negative Margin (Loss),Economy ($10k-$20k),Very Low Mileage (<25k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,CAMRY,SE,SEDAN,AUTOMATIC,4t1bf1fkxcu081037,OH,27,29757,GRAY,GRAY,toyota financial services,14650,13500,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,-1150,-7.85,Negative Margin (Loss),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee1cc858175,GA,21,69779,—,GRAY,world omni financial corporation,8650,8900,Tue Dec 23 2014 13:00:00,2014-12-23,2014,12,4,Tuesday,3,250,2.89,Low Margin (0-5%),Budget (<$10k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,HIGHLANDER,Limited,SUV,UNKNOWN,5tddk3eh8cs102594,PA,28,30030,BLACK,GRAY,lenders assistance corporation,28500,26000,Fri Dec 19 2014 09:00:00,2014-12-19,2014,12,4,Friday,6,-2500,-8.77,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),232,3037775,-4800,13093.85775862069,1.0109858719188733
2012,TOYOTA,COROLLA,S,SEDAN,AUTOMATIC,2t1bu4ee0cc792976,OH,48,38620,RED,BLACK,toyota financial services,11850,12400,Tue Dec 23 2014 09:30:00,2014-12-23,2014,12,4,Tuesday,3,550,4.64,Low Margin (0-5%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t1bf1fk1cu623688,NJ,19,32874,BLACK,BLACK,central auto sales,13200,9350,Wed Jan 14 2015 01:30:00,2015-01-14,2015,1,1,Wednesday,4,-3850,-29.17,Negative Margin (Loss),Budget (<$10k),Low Mileage (25k-50k),Excellent (4.5+),3,Nearly New (2-3 yrs),11209,125989308,-1557692,11240.013203675619,-1.1760825014503224
2012,TOYOTA,CAMRY,LE,SEDAN,AUTOMATIC,4t4bf1fk1cr206626,GA,43,40401,WHITE,GRAY,wells fargo dealer services,12650,13600,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,950,7.51,Medium Margin (5-15%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee4cc875567,NC,27,64026,BLUE,GRAY,santander consumer,9075,9200,Mon Dec 22 2014 09:30:00,2014-12-22,2014,12,4,Monday,2,125,1.38,Low Margin (0-5%),Budget (<$10k),Average (50k-75k),Excellent (4.5+),2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,HIGHLANDER,Limited,SUV,AUTOMATIC,5tddk3eh7cs125719,IL,0,34687,GRAY,—,tyson motor corporation,28000,27200,Thu Dec 18 2014 10:00:00,2014-12-18,2014,12,4,Thursday,5,-800,-2.86,Negative Margin (Loss),Mid-Range ($20k-$30k),Low Mileage (25k-50k),Unknown,2,Nearly New (2-3 yrs),232,3037775,-4800,13093.85775862069,1.0109858719188733
2012,TOYOTA,COROLLA,LE,SEDAN,AUTOMATIC,2t1bu4ee8cc800628,IN,0,57933,WHITE,GRAY,garlitch ford chrysler dodge jeep,9400,10200,Thu Dec 18 2014 10:10:00,2014-12-18,2014,12,4,Thursday,5,800,8.51,Medium Margin (5-15%),Economy ($10k-$20k),Average (50k-75k),Unknown,2,Nearly New (2-3 yrs),683,5498526,-233449,8050.550512445096,-3.1355084803450297
2012,TOYOTA,AVALON,Base,SEDAN,AUTOMATIC,4t1bk3db2cu462245,WA,43,35778,WHITE,GRAY,dollar rac/seattle,18200,19800,Wed Dec 17 2014 13:30:00,2014-12-17,2014,12,4,Wednesday,4,1600,8.79,Medium Margin (5-15%),Economy ($10k-$20k),Low Mileage (25k-50k),Excellent (4.5+),2,Nearly New (2-3 yrs),149,1160275,-9775,7787.080536912752,0.5183527763169128
